,Transit ID,Datum,Měna,Region,Region ID,Poslytovatel dopravy,Doprava,Pohonné hmoty,Typ skladu,Zaměstnanec
481,1481,2022-09-05,EUR,Zlínský kraj,10,Spedquick Třebíč,nákladní vozidlo,natural95,tranzitní,Jan Novák
482,1482,2022-10-20,EUR,Jihomoravský kraj,10,Toptrans,kamion,natural95,centrální,Daniel Podach
483,1483,2022-01-05,EUR,Jihočeský kraj,3,Pap Trutnov,kamion,natural95,regionální,Jiří Zeman
484,1484,2022-11-16,CZK,Zlínský kraj,5,Pap Trutnov,nákladní vozidlo,natural95,regionální,Daniel Podach
485,1485,2021-12-01,CZK,Moravskoslezský kraj,0,Spedquick Třebíč,nákladní vozidlo,diesel,regionální,Karel Barel
486,1486,2022-04-19,CZK,Středočeský kraj,3,Geis,kamion,natural95,centrální,Josef Vošouch
487,1487,2021-12-02,EUR,Moravskoslezský kraj,11,Toptrans,nákladní vozidlo,natural95,regionální,Jiří Zeman
488,1488,2022-02-16,EUR,Olomoucký kraj,5,Pap Trutnov,kamion,natural95,centrální,Josef Vošouch
489,1489,2021-12-18,CZK,Pardubický kraj,6,Toptrans,nákladní vozidlo,diesel,tranzitní,Jan Novák
490,1490,2022-08-24,EUR,Královehradecký kraj,12,Spedquick Třebíč,vlak,natural95,regionální,Josef Vošouch
491,1491,2021-11-28,CZK,Zlínský kraj,7,Pap Trutnov,nákladní vozidlo,diesel,regionální,Josef Vošouch
492,1492,2021-12-14,CZK,Královehradecký kraj,3,Toptrans,nákladní vozidlo,natural95,centrální,Daniel Podach
493,1493,2022-04-30,CZK,Olomoucký kraj,0,Geis,kamion,natural95,tranzitní,Josef Vošouch
494,1494,2022-09-18,EUR,Karlovarský kraj,10,Pap Trutnov,kamion,natural95,centrální,Josef Vošouch
495,1495,2022-09-09,EUR,Hlavní město Praha,10,Toptrans,kamion,diesel,tranzitní,Jan Novák
496,1496,2022-05-11,CZK,Hlavní město Praha,12,Toptrans,kamion,diesel,centrální,Jiří Zeman
497,1497,2022-05-14,EUR,Královehradecký kraj,7,Spedquick Třebíč,kamion,diesel,tranzitní,Jiří Zeman
498,1498,2021-12-15,EUR,Hlavní město Praha,5,Geis,kamion,diesel,regionální,Jan Novák
499,1499,2022-09-03,CZK,Jihočeský kraj,2,Toptrans,nákladní vozidlo,natural95,centrální,Jiří Zeman
